,ProdTaken,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisited,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisited,Designation,Age,DurationOfPitch,MonthlyIncome
2693,0,Company Invited,1,Salaried,Male,4,3.0,Deluxe,3.0,Divorced,6.0,0,2,0,3.0,Manager,46.0,14.0,25112.0
2694,1,Company Invited,1,Small Business,Male,4,4.0,Standard,3.0,Married,8.0,0,3,1,3.0,Senior Manager,38.0,17.0,28726.0
2695,0,Company Invited,1,Large Business,Female,4,4.0,Standard,3.0,Single,2.0,0,2,1,2.0,Senior Manager,40.0,9.0,29616.0
2696,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Single,3.0,0,3,0,1.0,Executive,30.0,22.0,21018.0
2697,0,Self Enquiry,1,Salaried,Female,3,3.0,Deluxe,5.0,Unmarried,5.0,1,2,0,1.0,Manager,43.0,24.0,25223.0
2698,0,Self Enquiry,3,Small Business,Male,3,4.0,Deluxe,3.0,Married,4.0,0,2,1,2.0,Manager,30.0,27.0,25609.0
2699,0,Self Enquiry,1,Salaried,Female,4,4.0,Deluxe,3.0,Divorced,2.0,0,3,1,2.0,Manager,26.0,7.0,23576.0
2700,0,Self Enquiry,1,Small Business,Female,3,5.0,Basic,5.0,Married,2.0,1,4,1,1.0,Executive,43.0,9.0,21271.0
2701,0,Self Enquiry,1,Small Business,Male,3,4.0,King,3.0,Married,,0,5,0,1.0,VP,41.0,9.0,34632.85
2702,0,Self Enquiry,1,Salaried,Male,4,4.0,Basic,3.0,Divorced,3.0,0,4,1,1.0,Executive,52.0,7.0,21401.0
2703,1,Company Invited,1,Small Business,Male,4,5.0,Basic,4.0,Unmarried,2.0,0,3,1,3.0,Executive,32.0,32.0,22157.0
2704,0,Company Invited,1,Salaried,Male,4,3.0,Basic,4.0,Divorced,3.0,0,2,0,2.0,Executive,33.0,14.0,21472.0
2705,0,Company Invited,3,Salaried,Male,3,5.0,Deluxe,3.0,Divorced,5.0,0,5,1,2.0,Manager,39.0,9.0,23927.0
2706,0,Self Enquiry,1,Large Business,Male,3,5.0,Deluxe,5.0,Single,6.0,0,4,0,2.0,Manager,33.0,9.0,20854.0
2707,0,Self Enquiry,3,Large Business,Female,4,6.0,Super Deluxe,4.0,Divorced,5.0,1,5,1,,AVP,47.0,9.0,34632.85
2708,1,Self Enquiry,1,Salaried,Male,4,4.0,Basic,3.0,Unmarried,4.0,0,4,1,2.0,Executive,29.0,9.0,22163.0
2709,0,Self Enquiry,3,Small Business,Male,4,5.0,Deluxe,4.0,Divorced,4.0,0,4,0,2.0,Manager,30.0,9.0,25322.0
2710,0,Self Enquiry,1,Small Business,Male,4,5.0,Deluxe,3.0,Divorced,2.0,0,3,1,2.0,Manager,32.0,30.0,24260.0
2711,0,Company Invited,1,Salaried,Male,3,3.0,Deluxe,5.0,Married,3.0,0,5,1,2.0,Manager,26.0,12.0,22678.0
2712,0,Self Enquiry,1,Small Business,Male,4,4.0,Super Deluxe,3.0,Divorced,2.0,1,3,0,1.0,AVP,46.0,27.0,32174.0
2713,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Divorced,2.0,0,5,1,2.0,Executive,37.0,13.0,21888.0
2714,0,Self Enquiry,1,Small Business,Male,3,4.0,King,5.0,Single,,1,2,1,1.0,VP,55.0,7.0,34632.85
2715,1,Company Invited,1,Salaried,Male,3,4.0,Standard,4.0,Divorced,3.0,1,3,1,1.0,Senior Manager,48.0,32.0,30527.0
2716,0,Self Enquiry,1,Small Business,Male,4,4.0,Basic,3.0,Divorced,3.0,0,2,1,2.0,Executive,29.0,16.0,20748.0
2717,0,Self Enquiry,3,Small Business,Male,4,4.0,Deluxe,3.0,Divorced,6.0,0,3,0,1.0,Manager,38.0,13.0,25180.0
2718,0,Self Enquiry,1,Small Business,Male,4,5.0,Basic,3.0,Unmarried,3.0,0,5,1,2.0,Executive,24.0,10.0,21908.0
2719,0,Company Invited,1,Small Business,Female,2,4.0,Standard,3.0,Married,4.0,1,3,0,1.0,Senior Manager,38.0,7.0,32281.0
2720,0,Self Enquiry,1,Salaried,Female,4,3.0,Standard,4.0,Married,2.0,0,5,1,2.0,Senior Manager,36.0,29.0,30674.0
2721,0,Self Enquiry,3,Small Business,Female,3,3.0,Deluxe,5.0,Married,3.0,1,3,0,1.0,Manager,39.0,14.0,24283.0
2722,0,Company Invited,1,Salaried,Female,3,4.0,Deluxe,4.0,Married,3.0,0,5,0,2.0,Manager,27.0,7.0,25075.0
2723,0,Self Enquiry,1,Salaried,Male,4,4.0,King,4.0,Married,,0,5,1,1.0,VP,51.0,11.0,34632.85
2724,0,Self Enquiry,1,Small Business,Male,3,4.0,Super Deluxe,3.0,Divorced,,1,5,0,1.0,AVP,54.0,10.0,34632.85
2725,0,Self Enquiry,3,Salaried,Male,3,4.0,Deluxe,3.0,Divorced,3.0,0,3,1,1.0,Manager,43.0,7.0,23585.0
2726,0,Company Invited,3,Salaried,Male,3,4.0,Deluxe,3.0,Unmarried,3.0,0,2,0,1.0,Manager,30.0,9.0,23232.0
2727,0,Self Enquiry,1,Large Business,Male,3,4.0,Deluxe,3.0,Divorced,5.0,1,2,1,2.0,Manager,55.0,27.0,24093.0
2728,0,Company Invited,1,Small Business,Male,3,4.0,Deluxe,5.0,Divorced,3.0,1,3,1,2.0,Manager,27.0,18.0,23419.0
2729,0,Self Enquiry,1,Salaried,Female,3,4.0,Basic,3.0,Single,3.0,0,2,1,2.0,Executive,38.0,7.0,20793.0
2730,1,Company Invited,1,Salaried,Male,3,4.0,Basic,3.0,Married,5.0,1,5,0,2.0,Executive,45.0,31.0,21839.0
2731,0,Self Enquiry,1,Salaried,Male,3,4.0,Deluxe,3.0,Married,2.0,0,3,0,1.0,Manager,39.0,30.0,24423.0
2732,1,Self Enquiry,1,Small Business,Male,3,4.0,Basic,4.0,Married,4.0,1,2,1,2.0,Executive,27.0,23.0,21051.0
2733,0,Self Enquiry,1,Salaried,Female,4,4.0,Basic,3.0,Unmarried,3.0,0,4,0,2.0,Executive,29.0,15.0,21988.0
2734,0,Company Invited,1,Salaried,Female,3,4.0,King,5.0,Single,,1,3,0,1.0,VP,50.0,17.0,34632.85
2735,0,Self Enquiry,1,Large Business,Male,2,4.0,Deluxe,4.0,Unmarried,6.0,0,2,1,1.0,Manager,37.0,10.0,23163.0
2736,0,Company Invited,3,Small Business,Female,3,4.0,Basic,4.0,Married,3.0,0,3,0,2.0,Executive,32.0,12.0,21467.0
2737,1,Self Enquiry,3,Small Business,Male,3,5.0,Deluxe,3.0,Unmarried,3.0,1,2,1,2.0,Manager,27.0,11.0,24506.0
2738,0,Company Invited,1,Small Business,Male,3,4.0,Basic,3.0,Divorced,3.0,1,2,0,1.0,Executive,38.0,16.0,21004.0
2739,0,Company Invited,3,Small Business,Female,4,4.0,Super Deluxe,4.0,Divorced,7.0,0,3,1,3.0,AVP,43.0,32.0,32203.0
2740,1,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Single,3.0,0,4,0,1.0,Executive,24.0,10.0,20098.0
2741,0,Self Enquiry,3,Small Business,Male,4,4.0,Standard,4.0,Divorced,2.0,0,2,1,3.0,Senior Manager,36.0,23.0,26698.0
2742,0,Company Invited,1,Salaried,Male,3,3.0,Basic,3.0,Divorced,6.0,0,5,0,1.0,Executive,37.0,25.0,22366.0
2743,0,Self Enquiry,1,Small Business,Male,3,6.0,Deluxe,4.0,Married,7.0,0,2,0,1.0,Manager,52.0,9.0,24160.0
2744,0,Self Enquiry,3,Salaried,Male,3,4.0,Super Deluxe,4.0,Single,3.0,0,3,1,,AVP,42.0,9.0,34632.85
2745,0,Self Enquiry,3,Small Business,Female,4,5.0,Basic,3.0,Single,3.0,0,2,1,3.0,Executive,24.0,13.0,19878.0
2746,0,Self Enquiry,1,Small Business,Male,4,3.0,Deluxe,5.0,Unmarried,2.0,0,5,0,3.0,Manager,29.0,23.0,24339.0
2747,0,Self Enquiry,3,Large Business,Male,4,3.0,Deluxe,3.0,Divorced,6.0,0,2,1,1.0,Manager,32.0,14.0,25607.0
2748,0,Self Enquiry,1,Small Business,Male,3,3.0,Standard,3.0,Married,2.0,0,3,1,1.0,Senior Manager,40.0,7.0,28291.0
2749,0,Company Invited,1,Salaried,Female,3,4.0,Deluxe,4.0,Divorced,2.0,0,3,0,1.0,Manager,37.0,31.0,24352.0
2750,0,Self Enquiry,3,Salaried,Male,4,5.0,Deluxe,3.0,Divorced,3.0,0,3,1,3.0,Manager,33.0,14.0,24162.0
2751,0,Self Enquiry,1,Salaried,Female,3,5.0,Standard,4.0,Divorced,5.0,0,3,1,1.0,Senior Manager,39.0,32.0,30739.0
2752,0,Company Invited,1,Salaried,Male,3,6.0,Deluxe,3.0,Married,4.0,1,2,1,2.0,Manager,55.0,7.0,24338.0
2753,0,Self Enquiry,1,Large Business,Male,3,4.0,Basic,3.0,Divorced,2.0,1,4,0,2.0,Executive,32.0,12.0,23499.0
2754,0,Self Enquiry,2,Salaried,Male,4,5.0,Deluxe,5.0,Divorced,5.0,0,3,0,2.0,Manager,32.0,9.0,25088.0
2755,0,Company Invited,1,Salaried,Male,4,4.0,Standard,5.0,Married,3.0,0,2,1,3.0,Senior Manager,46.0,14.0,23888.0
2756,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Married,2.0,1,4,1,2.0,Executive,32.0,9.0,21373.0
2757,0,Company Invited,1,Salaried,Female,4,4.0,Standard,4.0,Divorced,8.0,0,3,1,3.0,Senior Manager,34.0,12.0,30556.0
2758,0,Self Enquiry,1,Small Business,Male,3,4.0,Super Deluxe,5.0,Divorced,,1,3,1,2.0,AVP,40.0,17.0,34632.85
2759,0,Company Invited,1,Salaried,Female,3,4.0,Basic,3.0,Single,2.0,0,5,0,2.0,Executive,44.0,17.0,21133.0
2760,0,Self Enquiry,1,Large Business,Female,3,5.0,Super Deluxe,3.0,Single,2.0,1,3,1,1.0,AVP,50.0,7.0,32642.0
2761,1,Self Enquiry,1,Small Business,Male,3,5.0,Deluxe,4.0,Divorced,4.0,0,2,1,2.0,Manager,53.0,15.0,23619.0
2762,0,Self Enquiry,1,Salaried,Female,3,4.0,Basic,4.0,Single,3.0,1,3,0,2.0,Executive,28.0,12.0,21156.0
2763,0,Self Enquiry,3,Large Business,Female,4,5.0,Deluxe,4.0,Divorced,3.0,1,2,1,1.0,Manager,33.0,15.0,23906.0
2764,0,Self Enquiry,3,Salaried,Male,4,4.0,Deluxe,3.0,Unmarried,3.0,1,4,1,3.0,Manager,28.0,9.0,23156.0
2765,0,Self Enquiry,3,Small Business,Male,4,4.0,Deluxe,3.0,Married,6.0,0,2,0,1.0,Manager,32.0,14.0,26225.0
2766,0,Self Enquiry,1,Small Business,Female,4,3.0,Deluxe,3.0,Unmarried,2.0,0,3,1,3.0,Manager,33.0,9.0,23733.0
2767,1,Self Enquiry,1,Small Business,Male,3,6.0,Basic,3.0,Divorced,7.0,1,3,1,1.0,Executive,29.0,9.0,22142.0
2768,0,Self Enquiry,1,Small Business,Female,4,4.0,Deluxe,3.0,Divorced,3.0,0,3,0,3.0,Manager,31.0,32.0,24453.0
2769,0,Company Invited,1,Salaried,Female,3,5.0,Standard,3.0,Divorced,3.0,0,2,1,2.0,Senior Manager,32.0,14.0,27621.0
2770,0,Company Invited,1,Small Business,Male,3,5.0,King,3.0,Divorced,,0,5,1,2.0,VP,40.0,6.0,34632.85
2771,1,Self Enquiry,3,Small Business,Female,3,4.0,Deluxe,3.0,Divorced,6.0,1,4,1,2.0,Manager,40.0,10.0,23916.0
2772,0,Company Invited,3,Small Business,Male,3,5.0,Deluxe,3.0,Unmarried,5.0,0,3,1,2.0,Manager,34.0,17.0,23360.0
2773,0,Self Enquiry,1,Salaried,Male,3,4.0,King,3.0,Divorced,,0,2,0,2.0,VP,48.0,12.0,34632.85
2774,0,Company Invited,1,Salaried,Female,3,5.0,Deluxe,3.0,Married,3.0,0,3,0,1.0,Manager,44.0,17.0,23935.0
2775,0,Company Invited,3,Small Business,Male,4,4.0,Deluxe,4.0,Divorced,2.0,1,2,0,3.0,Manager,28.0,7.0,25027.0
2776,0,Company Invited,1,Salaried,Female,3,4.0,Deluxe,3.0,Unmarried,5.0,0,4,1,1.0,Manager,55.0,27.0,23547.0
2777,0,Self Enquiry,1,Salaried,Female,3,4.0,Standard,5.0,Divorced,2.0,0,5,1,1.0,Senior Manager,44.0,14.0,28663.0
2778,0,Self Enquiry,1,Salaried,Male,4,4.0,Deluxe,3.0,Divorced,2.0,0,3,1,1.0,Manager,46.0,15.0,22375.0
2779,0,Self Enquiry,3,Small Business,Male,3,6.0,Deluxe,3.0,Divorced,4.0,1,3,1,1.0,Manager,41.0,7.0,26135.0
2780,1,Self Enquiry,1,Salaried,Male,4,6.0,Basic,5.0,Divorced,3.0,1,3,1,2.0,Executive,30.0,15.0,20797.0
2781,0,Self Enquiry,1,Salaried,Male,2,5.0,Basic,3.0,Unmarried,2.0,0,2,1,1.0,Executive,30.0,16.0,22661.0
2782,0,Self Enquiry,3,Small Business,Female,2,5.0,Deluxe,3.0,Married,3.0,0,2,0,1.0,Manager,31.0,12.0,24796.0
2783,0,Self Enquiry,3,Small Business,Female,3,4.0,Deluxe,4.0,Divorced,3.0,0,2,0,1.0,Manager,28.0,15.0,24892.0
2784,0,Self Enquiry,1,Small Business,Male,4,4.0,Deluxe,3.0,Married,2.0,0,3,0,1.0,Manager,38.0,12.0,25025.0
2785,0,Self Enquiry,1,Salaried,Male,4,5.0,Standard,3.0,Married,2.0,1,5,1,2.0,Senior Manager,39.0,22.0,30188.0
2786,0,Self Enquiry,1,Small Business,Female,3,4.0,Standard,3.0,Unmarried,3.0,1,4,1,2.0,Senior Manager,32.0,14.0,25821.0
2787,0,Self Enquiry,3,Small Business,Female,3,5.0,Deluxe,4.0,Married,3.0,1,5,0,2.0,Manager,30.0,17.0,26946.0
2788,0,Self Enquiry,1,Large Business,Male,4,4.0,Standard,4.0,Unmarried,2.0,0,3,0,1.0,Senior Manager,36.0,12.0,26773.0
2789,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Married,3.0,0,2,1,2.0,Executive,24.0,32.0,21582.0
2790,0,Self Enquiry,1,Small Business,Male,4,5.0,Deluxe,4.0,Unmarried,8.0,1,3,1,1.0,Manager,42.0,13.0,24710.0
2791,0,Company Invited,3,Small Business,Male,3,4.0,Deluxe,3.0,Unmarried,5.0,0,4,0,2.0,Manager,48.0,11.0,21654.0
2792,0,Self Enquiry,1,Salaried,Female,3,4.0,Super Deluxe,3.0,Single,4.0,0,3,0,,AVP,43.0,30.0,34632.85
2793,0,Company Invited,3,Salaried,Male,4,4.0,Deluxe,3.0,Divorced,3.0,0,2,1,2.0,Manager,30.0,9.0,23327.0
2794,0,Self Enquiry,2,Large Business,Male,3,4.0,Basic,3.0,Married,2.0,1,4,1,1.0,Executive,43.0,9.0,21374.0
2795,0,Self Enquiry,1,Small Business,Female,4,4.0,Basic,4.0,Divorced,3.0,0,4,0,1.0,Executive,33.0,9.0,21048.0
2796,0,Self Enquiry,3,Small Business,Female,4,4.0,Standard,3.0,Divorced,5.0,0,4,0,1.0,Senior Manager,49.0,32.0,31182.0
2797,0,Self Enquiry,1,Small Business,Male,3,3.0,Deluxe,5.0,Married,6.0,1,3,1,2.0,Manager,38.0,13.0,24652.0
2798,0,Company Invited,3,Large Business,Female,3,4.0,Deluxe,3.0,Divorced,2.0,1,3,1,1.0,Manager,31.0,32.0,23414.0
2799,0,Self Enquiry,3,Salaried,Male,3,4.0,Deluxe,3.0,Divorced,3.0,0,5,1,1.0,Manager,27.0,7.0,23974.0
2800,0,Self Enquiry,1,Salaried,Male,4,5.0,Deluxe,3.0,Unmarried,5.0,0,2,0,2.0,Manager,43.0,9.0,25459.0
2801,1,Company Invited,3,Large Business,Female,3,5.0,Basic,4.0,Single,3.0,1,5,1,2.0,Executive,24.0,7.0,20852.0
2802,0,Company Invited,3,Small Business,Female,3,4.0,Deluxe,3.0,Unmarried,6.0,0,2,1,2.0,Manager,37.0,7.0,25331.0
2803,0,Company Invited,3,Small Business,Male,3,5.0,Standard,3.0,Divorced,6.0,0,2,0,2.0,Senior Manager,37.0,10.0,28377.0
2804,0,Self Enquiry,1,Small Business,Male,3,4.0,Deluxe,3.0,Divorced,4.0,0,3,1,2.0,Manager,55.0,7.0,25433.0
2805,0,Self Enquiry,1,Salaried,Female,3,3.0,Basic,3.0,Divorced,5.0,1,3,0,2.0,Executive,41.0,17.0,20891.0
2806,0,Company Invited,3,Small Business,Male,3,4.0,Basic,3.0,Unmarried,3.0,0,4,0,1.0,Executive,24.0,16.0,21288.0
2807,1,Self Enquiry,3,Small Business,Female,3,4.0,Basic,3.0,Unmarried,3.0,1,2,1,1.0,Executive,34.0,12.0,21529.0
2808,0,Self Enquiry,1,Small Business,Female,4,4.0,Basic,5.0,Divorced,8.0,0,2,1,2.0,Executive,38.0,17.0,22130.0
2809,0,Company Invited,1,Small Business,Female,2,4.0,Deluxe,3.0,Divorced,4.0,0,5,0,1.0,Manager,47.0,14.0,23936.0
2810,1,Company Invited,3,Small Business,Male,3,4.0,Deluxe,4.0,Unmarried,3.0,0,3,1,1.0,Manager,42.0,11.0,28033.0
2811,0,Self Enquiry,1,Large Business,Male,4,5.0,Standard,3.0,Single,8.0,0,5,0,3.0,Senior Manager,51.0,17.0,29174.0
2812,1,Self Enquiry,3,Small Business,Male,4,5.0,Deluxe,3.0,Divorced,4.0,1,3,1,2.0,Manager,41.0,29.0,25058.0
2813,0,Self Enquiry,1,Salaried,Male,3,5.0,Basic,4.0,Unmarried,2.0,1,3,1,1.0,Executive,32.0,16.0,21335.0
2814,1,Self Enquiry,3,Salaried,Female,3,3.0,Basic,4.0,Unmarried,3.0,0,5,0,2.0,Executive,24.0,19.0,21394.0
2815,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Single,2.0,0,3,1,1.0,Executive,30.0,30.0,20879.0
2816,0,Self Enquiry,1,Salaried,Male,4,5.0,Deluxe,4.0,Unmarried,2.0,0,2,1,3.0,Manager,36.0,16.0,25218.0
2817,0,Self Enquiry,1,Small Business,Male,3,4.0,Basic,4.0,Married,3.0,0,3,0,1.0,Executive,28.0,7.0,22494.0
2818,0,Self Enquiry,3,Salaried,Male,4,4.0,Deluxe,3.0,Unmarried,3.0,0,3,1,1.0,Manager,29.0,16.0,23931.0
2819,0,Self Enquiry,1,Salaried,Male,3,5.0,Standard,3.0,Single,2.0,0,2,1,2.0,Senior Manager,50.0,14.0,29643.0
2820,0,Self Enquiry,3,Salaried,Female,3,4.0,Deluxe,3.0,Divorced,6.0,0,3,0,2.0,Manager,52.0,21.0,23614.0
2821,0,Self Enquiry,1,Salaried,Female,4,4.0,Basic,3.0,Divorced,6.0,0,5,1,1.0,Executive,37.0,9.0,21221.0
2822,1,Company Invited,3,Small Business,Male,4,3.0,Deluxe,3.0,Unmarried,2.0,1,2,1,3.0,Manager,35.0,26.0,23982.0
2823,0,Self Enquiry,1,Salaried,Female,4,4.0,Super Deluxe,3.0,Single,4.0,1,5,0,,AVP,55.0,9.0,34632.85
2824,0,Self Enquiry,3,Small Business,Female,4,4.0,Deluxe,3.0,Married,3.0,1,2,0,3.0,Manager,25.0,17.0,22938.0
2825,0,Self Enquiry,3,Large Business,Male,4,4.0,Basic,4.0,Divorced,3.0,0,3,1,3.0,Executive,31.0,9.0,21154.0
2826,1,Company Invited,1,Large Business,Male,4,4.0,Basic,5.0,Unmarried,2.0,0,3,0,3.0,Executive,27.0,10.0,21780.0
2827,0,Self Enquiry,1,Small Business,Female,3,4.0,Basic,4.0,Divorced,3.0,0,2,1,1.0,Executive,24.0,18.0,20922.0
2828,0,Self Enquiry,3,Small Business,Male,4,5.0,Standard,3.0,Divorced,3.0,0,2,1,1.0,Senior Manager,37.0,9.0,26274.0
2829,1,Company Invited,1,Large Business,Male,3,4.0,Basic,3.0,Single,20.0,1,4,1,2.0,Executive,31.0,11.0,20963.0
2830,0,Self Enquiry,1,Salaried,Female,4,4.0,Basic,5.0,Married,3.0,0,4,1,1.0,Executive,38.0,21.0,21712.0
2831,0,Self Enquiry,3,Small Business,Female,3,4.0,Deluxe,4.0,Married,2.0,0,2,0,2.0,Manager,41.0,9.0,24393.0
2832,0,Self Enquiry,1,Salaried,Female,4,4.0,Basic,5.0,Married,5.0,0,3,1,2.0,Executive,43.0,7.0,21254.0
2833,0,Self Enquiry,1,Salaried,Male,3,4.0,Deluxe,4.0,Unmarried,4.0,1,5,0,2.0,Manager,38.0,17.0,22875.0
2834,0,Self Enquiry,1,Salaried,Male,3,5.0,Super Deluxe,4.0,Married,3.0,0,3,0,2.0,AVP,44.0,19.0,33014.0
2835,0,Self Enquiry,1,Small Business,Female,4,5.0,Deluxe,3.0,Divorced,8.0,0,5,1,1.0,Manager,41.0,9.0,22126.0
2836,0,Self Enquiry,1,Small Business,Male,3,4.0,King,5.0,Divorced,,0,4,1,1.0,VP,55.0,12.0,34632.85
2837,0,Company Invited,3,Small Business,Female,4,4.0,Deluxe,3.0,Divorced,2.0,0,2,1,1.0,Manager,35.0,11.0,25216.0
2838,0,Self Enquiry,1,Small Business,Female,3,4.0,Deluxe,5.0,Divorced,3.0,0,2,1,1.0,Manager,32.0,14.0,22984.0
2839,0,Company Invited,1,Small Business,Male,4,4.0,Basic,3.0,Divorced,2.0,0,4,0,3.0,Executive,44.0,28.0,20936.0
2840,0,Self Enquiry,1,Salaried,Female,4,4.0,Deluxe,3.0,Married,6.0,1,2,0,1.0,Manager,44.0,15.0,23200.0
2841,0,Self Enquiry,3,Salaried,Female,3,5.0,Deluxe,3.0,Unmarried,3.0,1,2,0,2.0,Manager,26.0,11.0,23165.0
2842,0,Company Invited,1,Small Business,Female,4,4.0,Deluxe,3.0,Divorced,5.0,1,3,1,2.0,Manager,38.0,32.0,23127.0
2843,0,Self Enquiry,1,Salaried,Male,4,5.0,Basic,5.0,Divorced,3.0,0,4,0,1.0,Executive,32.0,7.0,20896.0
2844,0,Company Invited,1,Salaried,Male,3,4.0,King,3.0,Married,,1,3,0,2.0,VP,40.0,7.0,34632.85
2845,0,Company Invited,3,Salaried,Female,3,3.0,Super Deluxe,5.0,Divorced,2.0,0,3,1,1.0,AVP,55.0,13.0,31890.0
2846,0,Self Enquiry,3,Large Business,Female,3,4.0,Deluxe,3.0,Unmarried,2.0,0,2,1,1.0,Manager,31.0,19.0,25255.0
2847,0,Self Enquiry,3,Small Business,Male,3,3.0,Standard,5.0,Divorced,3.0,0,3,1,2.0,Senior Manager,42.0,7.0,27070.0
2848,0,Self Enquiry,1,Small Business,Male,4,4.0,Deluxe,5.0,Married,3.0,0,2,0,1.0,Manager,29.0,24.0,23236.0
2849,1,Self Enquiry,1,Small Business,Male,4,4.0,Basic,5.0,Divorced,7.0,0,5,1,2.0,Executive,26.0,10.0,22709.0
2850,0,Self Enquiry,1,Small Business,Male,3,5.0,Standard,3.0,Divorced,4.0,1,2,0,1.0,Senior Manager,53.0,10.0,26647.0
2851,0,Self Enquiry,1,Salaried,Male,4,4.0,Basic,3.0,Divorced,5.0,0,5,1,1.0,Executive,46.0,17.0,21332.0
2852,0,Self Enquiry,1,Salaried,Female,2,4.0,Super Deluxe,3.0,Divorced,4.0,0,5,1,,AVP,53.0,11.0,34632.85
2853,0,Company Invited,1,Salaried,Female,4,4.0,Deluxe,3.0,Married,4.0,0,3,1,3.0,Manager,43.0,32.0,23234.0
2854,0,Self Enquiry,1,Salaried,Female,3,6.0,Deluxe,3.0,Unmarried,4.0,0,2,0,2.0,Manager,31.0,9.0,24769.0
2855,0,Self Enquiry,1,Salaried,Female,3,4.0,King,5.0,Divorced,7.0,0,5,0,1.0,VP,55.0,14.0,34632.85
2856,0,Self Enquiry,1,Small Business,Female,3,4.0,Deluxe,3.0,Married,4.0,0,5,0,1.0,Manager,47.0,25.0,23488.0
2857,0,Company Invited,1,Large Business,Female,3,5.0,Deluxe,3.0,Divorced,2.0,0,3,0,1.0,Manager,43.0,32.0,23201.0
2858,1,Self Enquiry,3,Large Business,Female,4,4.0,Basic,4.0,Unmarried,3.0,1,4,1,3.0,Executive,25.0,7.0,21880.0
2859,1,Company Invited,3,Small Business,Female,3,6.0,Basic,3.0,Married,2.0,0,4,1,2.0,Executive,35.0,13.0,21029.0
2860,0,Company Invited,1,Salaried,Male,3,4.0,Basic,3.0,Divorced,3.0,1,5,1,2.0,Executive,39.0,9.0,20380.0
2861,0,Self Enquiry,3,Salaried,Female,4,4.0,King,3.0,Divorced,,0,3,0,1.0,VP,41.0,9.0,34632.85
2862,0,Self Enquiry,1,Salaried,Female,3,4.0,Basic,3.0,Married,3.0,0,3,1,2.0,Executive,27.0,30.0,21564.0
2863,0,Company Invited,1,Salaried,Male,3,4.0,Basic,3.0,Divorced,6.0,0,3,0,2.0,Executive,31.0,10.0,20775.0
2864,0,Self Enquiry,1,Small Business,Male,4,5.0,Standard,3.0,Divorced,3.0,0,2,1,3.0,Senior Manager,30.0,10.0,30613.0
2865,1,Self Enquiry,1,Large Business,Female,4,5.0,Basic,4.0,Divorced,7.0,0,3,0,3.0,Executive,30.0,32.0,21224.0
2866,1,Self Enquiry,2,Large Business,Male,3,5.0,Basic,3.0,Single,3.0,0,3,1,2.0,Executive,24.0,9.0,21242.0
2867,0,Company Invited,3,Salaried,Female,4,4.0,Standard,5.0,Divorced,2.0,0,2,1,1.0,Senior Manager,31.0,29.0,27090.0
2868,0,Self Enquiry,3,Small Business,Male,3,5.0,Super Deluxe,3.0,Married,5.0,0,3,0,1.0,AVP,55.0,32.0,32796.0
2869,0,Self Enquiry,1,Salaried,Male,3,5.0,Super Deluxe,3.0,Divorced,,0,5,1,2.0,AVP,51.0,32.0,34632.85
2870,0,Company Invited,1,Small Business,Female,3,4.0,Basic,3.0,Single,2.0,0,4,1,1.0,Executive,31.0,9.0,21242.0
2871,0,Company Invited,3,Small Business,Female,4,5.0,Standard,5.0,Divorced,6.0,0,2,1,1.0,Senior Manager,55.0,32.0,28944.0
2872,0,Self Enquiry,1,Small Business,Female,4,4.0,Deluxe,3.0,Married,7.0,0,2,0,2.0,Manager,48.0,9.0,23748.0
2873,0,Self Enquiry,1,Salaried,Male,3,4.0,Super Deluxe,3.0,Divorced,,0,5,0,1.0,AVP,47.0,9.0,34632.85
2874,0,Self Enquiry,1,Salaried,Male,3,6.0,Basic,3.0,Unmarried,2.0,0,4,1,1.0,Executive,36.0,29.0,22908.0
2875,0,Self Enquiry,1,Salaried,Female,3,4.0,Deluxe,3.0,Unmarried,2.0,0,2,1,1.0,Manager,55.0,15.0,22458.0
2876,0,Self Enquiry,1,Salaried,Male,4,5.0,Basic,3.0,Married,5.0,0,5,1,1.0,Executive,35.0,9.0,21446.0
2877,0,Self Enquiry,3,Small Business,Female,4,5.0,Standard,3.0,Divorced,4.0,1,2,1,2.0,Senior Manager,47.0,17.0,27749.0
2878,0,Self Enquiry,1,Salaried,Male,3,4.0,Standard,4.0,Married,3.0,0,3,1,2.0,Senior Manager,32.0,16.0,29326.0
2879,1,Self Enquiry,1,Small Business,Male,3,4.0,Standard,3.0,Divorced,2.0,1,5,0,1.0,Senior Manager,34.0,22.0,32288.0
2880,1,Self Enquiry,1,Small Business,Male,3,6.0,Basic,3.0,Married,2.0,0,5,0,1.0,Executive,34.0,17.0,22086.0
2881,0,Self Enquiry,3,Small Business,Male,3,4.0,Basic,4.0,Unmarried,2.0,0,2,1,1.0,Executive,31.0,14.0,21661.0
